UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY,201231347,5/2/2020,20 BROAD STREET SW,511,Downtown,M,33.75352,-84.39189
AGG ASSAULT,201231372,5/2/2020,CAMPBELLTON RD SW / FAIRBURN RD SW,413,,P,33.69062,-84.51145
BURGLARY,201231752,5/2/2020,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144
LARCENY,201231817,5/2/2020,1974 SYLVAN RD SW,306,Sylvan Hills,X,33.70008,-84.41803
LARCENY,201221085,5/1/2020,410 NORTH AVE NE,603,Old Fourth Ward,M,33.77127,-84.37382
AGG ASSAULT,201221095,5/1/2020,1897 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70293,-84.40817
AUTO THEFT,201221117,5/1/2020,3627 FORREST PARK RD SE,313,South River Gardens,Z,33.65537,-84.35622
LARCENY,201221231,5/1/2020,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,503,Midtown,E,33.78014,-84.38747
AGG ASSAULT,201221248,5/1/2020,1955 COMPTON DR SE @SOUTH BEND PARK,307,Lakewood Heights,Y,33.7009,-84.38279
LARCENY,201221270,5/1/2020,2205 NORTHSIDE DR NW,205,,C,33.81493,-84.40582
ROBBERY,201221354,5/1/2020,213 FAIRBURN RD NW @FAIRBURN GORDON APT,111,Adamsville,H,33.76132,-84.50395
AGG ASSAULT,201221379,5/1/2020,946 LUCILE AVE SW,104,Harris Chiles,T,33.74209,-84.41841
BURGLARY,201221384,5/1/2020,1074 HOBSON ST SW,302,Pittsburgh,V,33.72561,-84.40518
AUTO THEFT,201221458,5/1/2020,800 BROOKDALE DR SW,309,Perkerson,X,33.68624,-84.41546
ROBBERY,201221495,5/1/2020,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328
AUTO THEFT,201221541,5/1/2020,WOODWARD AVE SE / MARTIN ST SE,605,Capitol Gateway,V,33.74564,-84.38385
AGG ASSAULT,201221627,5/1/2020,CASCADE AVE SW / BEECHER ST SW,403,Cascade Avenue/Road,S,33.7334,-84.43754
LARCENY,201221689,5/1/2020,2090 JONESBORO RD SE,308,Norwood Manor,Z,33.69773,-84.36999
LARCENY,201221700,5/1/2020,1900 PERRY BLVD NW,110,West Highlands,G,33.79475,-84.44982
AGG ASSAULT,201221933,5/1/2020,496 LINDSAY ST NW,506,English Avenue,L,33.7682,-84.41661
LARCENY,201220070,5/1/2020,2950 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75362,-84.48477
LARCENY,201220214,5/1/2020,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262
LARCENY,201220231,5/1/2020,548 NORTHSIDE DR NW,506,English Avenue,L,33.7697,-84.40508
AGG ASSAULT,201220252,5/1/2020,400 W PEACHTREE ST NW,504,Downtown,M,33.76614,-84.3876
AUTO THEFT,201220406,5/1/2020,2100 SOUTHWOOD BLVD SW,412,,P,33.6721,-84.50122
AGG ASSAULT,201220510,5/1/2020,1871 PLAZA LN SW,410,Campbellton Road,R,33.70518,-84.45336
AGG ASSAULT,201220558,5/1/2020,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584
AGG ASSAULT,201220562,5/1/2020,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563
LARCENY,201220581,5/1/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497
LARCENY,201220666,5/1/2020,807 CASCADE AVENUE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795
AUTO THEFT,201220736,5/1/2020,1244 COLLIER RD NW,204,Underwood Hills,D,33.81159,-84.42851
LARCENY,201220764,5/1/2020,942 HANK AARON DR,304,Peoplestown,V,33.72828,-84.38787
LARCENY,201220770,5/1/2020,800 W MARIETTA ST NW,506,English Avenue,L,33.78022,-84.41514
BURGLARY,201220794,5/1/2020,1055 SIMS ST SW,302,Pittsburgh,V,33.72609,-84.40339
LARCENY,201220831,5/1/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714
LARCENY,201220848,5/1/2020,1380 ATLANTIC DR NW,501,Atlantic Station,E,33.7912,-84.39512
ROBBERY,201220867,5/1/2020,1220 CAROLINE ST NE,609,Edgewood,O,33.75862,-84.34885
LARCENY,201220885,5/1/2020,2664 BAKER RIDGE DR NW,112,Collier Heights,I,33.76868,-84.47486
LARCENY,201220889,5/1/2020,441 MARIETTA ST NW,504,Downtown,M,33.76507,-84.39716
LARCENY,201220901,5/1/2020,2324 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75167,-84.46677
LARCENY,201220967,5/1/2020,170 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.75947,-84.41782
LARCENY,201220977,5/1/2020,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY,201220987,5/1/2020,483 ROY ST,302,Pittsburgh,V,33.72441,-84.40358
BURGLARY,201221012,5/1/2020,195 FAIRBURN RD NW,111,Adamsville,H,33.76126,-84.50433
BURGLARY,201070755,5/1/2020,2489 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82226,-84.3515
